Time,accX,accY,accZ,DT,Hour
1573584496179.0,-1.1741215,1.3722727,14.060373,2019-11-12 12:48:16.179000-06:00,2019-11-12 12:00
1573584496199.0,-1.0327883,1.0416967,12.196691,2019-11-12 12:48:16.199000-06:00,2019-11-12 12:00
1573584496219.0,-1.0256019,1.0584651000000003,10.876783,2019-11-12 12:48:16.219000-06:00,2019-11-12 12:00
1573584496240.0,-1.2196356000000002,1.2381258999999998,10.076692999999999,2019-11-12 12:48:16.240000-06:00,2019-11-12 12:00
1573584496259.0,-1.5262568,1.3028038999999998,9.5688505,2019-11-12 12:48:16.259000-06:00,2019-11-12 12:00
1573584496279.0,-1.8712057,1.4441371,9.837145,2019-11-12 12:48:16.279000-06:00,2019-11-12 12:00
1573584496300.0,-2.1011717,1.5399562,10.517461,2019-11-12 12:48:16.300000-06:00,2019-11-12 12:00
1573584496320.0,-2.5012167,1.3674818000000002,10.943856,2019-11-12 12:48:16.320000-06:00,2019-11-12 12:00
1573584496340.0,-2.8006516,1.1614707,10.986975,2019-11-12 12:48:16.340000-06:00,2019-11-12 12:00
1573584496360.0,-2.8773067,1.0608606000000003,10.855222999999999,2019-11-12 12:48:16.360000-06:00,2019-11-12 12:00
1573584496380.0,-2.7910695,0.90755,10.328217500000001,2019-11-12 12:48:16.380000-06:00,2019-11-12 12:00
1573584496400.0,-2.6042223,0.67758405,9.286185000000001,2019-11-12 12:48:16.400000-06:00,2019-11-12 12:00
1573584496420.0,-2.4053974,0.5841603,8.450163,2019-11-12 12:48:16.420000-06:00,2019-11-12 12:00
1573584496440.0,-2.443725,0.6081151,7.9183674,2019-11-12 12:48:16.440000-06:00,2019-11-12 12:00
1573584496460.0,-2.4772618,0.67758405,7.705168700000001,2019-11-12 12:48:16.460000-06:00,2019-11-12 12:00
1573584496480.0,-2.5467307999999997,0.8476629000000001,7.856084,2019-11-12 12:48:16.480000-06:00,2019-11-12 12:00
1573584496501.0,-2.6712954,0.93629575,8.191450999999999,2019-11-12 12:48:16.501000-06:00,2019-11-12 12:00
1573584496521.0,-2.7958605,1.1399113,8.51005,2019-11-12 12:48:16.521000-06:00,2019-11-12 12:00
1573584496541.0,-2.7311826,1.2189621000000002,8.878953,2019-11-12 12:48:16.541000-06:00,2019-11-12 12:00
1573584496556.0,-2.693359,1.2652373,9.113396,2019-11-12 12:48:16.556000-06:00,2019-11-12 12:00
1573584496606.0,-2.2178335,1.563684,10.3685055,2019-11-12 12:48:16.606000-06:00,2019-11-12 12:00
1573584496806.0,0.1942961,2.1540049999999997,8.066345,2019-11-12 12:48:16.806000-06:00,2019-11-12 12:00
1573584496856.0,0.25904953,2.3917344,10.448774,2019-11-12 12:48:16.856000-06:00,2019-11-12 12:00
1573584496906.0,-0.07599482,2.470904,13.256305,2019-11-12 12:48:16.906000-06:00,2019-11-12 12:00
1573584496956.0,-0.36076036,2.2182176,11.436596,2019-11-12 12:48:16.956000-06:00,2019-11-12 12:00
1573584497006.0,0.59608895,1.3784208,8.397212,2019-11-12 12:48:17.006000-06:00,2019-11-12 12:00
1573584497056.0,1.3983831,1.3644667,9.110942999999999,2019-11-12 12:48:17.056000-06:00,2019-11-12 12:00
1573584497106.0,0.312302,1.9471338,8.736132000000001,2019-11-12 12:48:17.106000-06:00,2019-11-12 12:00
1573584497156.0,-0.8029310000000001,2.0399580000000004,7.638234,2019-11-12 12:48:17.156000-06:00,2019-11-12 12:00
1573584497206.0,-1.0362474,2.1802013,8.494294,2019-11-12 12:48:17.206000-06:00,2019-11-12 12:00
1573584497256.0,-0.9206194999999999,2.3768306,9.304811,2019-11-12 12:48:17.256000-06:00,2019-11-12 12:00
1573584497306.0,-0.82338786,2.5763477999999997,10.191550999999999,2019-11-12 12:48:17.306000-06:00,2019-11-12 12:00
1573584497356.0,-0.44935966,2.6272566000000004,10.410641,2019-11-12 12:48:17.356000-06:00,2019-11-12 12:00
1573584497406.0,-0.025197037000000002,2.2517270000000003,9.52195,2019-11-12 12:48:17.406000-06:00,2019-11-12 12:00
1573584497456.0,-0.016100846000000002,1.7755916,9.671864999999999,2019-11-12 12:48:17.456000-06:00,2019-11-12 12:00
1573584497506.0,-0.022865168999999998,1.3308241000000003,9.722337,2019-11-12 12:48:17.506000-06:00,2019-11-12 12:00
1573584497556.0,0.14280342,0.948364,8.786706,2019-11-12 12:48:17.556000-06:00,2019-11-12 12:00
1573584497606.0,0.037228186,1.0377024,9.156188,2019-11-12 12:48:17.606000-06:00,2019-11-12 12:00
1573584497656.0,-0.16005942,1.1145704,9.283743,2019-11-12 12:48:17.656000-06:00,2019-11-12 12:00
1573584497706.0,-0.49917597,1.0835433,7.5679917,2019-11-12 12:48:17.706000-06:00,2019-11-12 12:00
1573584497756.0,-1.2401626000000001,1.1403805,7.284605,2019-11-12 12:48:17.756000-06:00,2019-11-12 12:00
1573584497806.0,-2.255016,1.2241563999999998,10.1529455,2019-11-12 12:48:17.806000-06:00,2019-11-12 12:00
1573584497857.0,-3.51,1.3839395,12.862583,2019-11-12 12:48:17.857000-06:00,2019-11-12 12:00
1573584497906.0,-4.384194,1.3666463,11.999514,2019-11-12 12:48:17.906000-06:00,2019-11-12 12:00
1573584497956.0,-4.154093,1.3076124,10.316245,2019-11-12 12:48:17.956000-06:00,2019-11-12 12:00
1573584498006.0,-3.8969016000000005,1.7514886000000003,10.654957000000001,2019-11-12 12:48:18.006000-06:00,2019-11-12 12:00
1573584498056.0,-3.4234412000000005,1.107302,11.831531,2019-11-12 12:48:18.056000-06:00,2019-11-12 12:00
1573584498106.0,-2.7616484,0.53433734,11.913735,2019-11-12 12:48:18.106000-06:00,2019-11-12 12:00
1573584498156.0,-0.60247386,0.17455283,10.016092,2019-11-12 12:48:18.156000-06:00,2019-11-12 12:00
1573584498206.0,0.0930866,-0.55765015,9.286883,2019-11-12 12:48:18.206000-06:00,2019-11-12 12:00
1573584498256.0,0.23559429999999998,-0.24693969,8.568951,2019-11-12 12:48:18.256000-06:00,2019-11-12 12:00
1573584498306.0,-0.11858603,0.80137223,7.7360754,2019-11-12 12:48:18.306000-06:00,2019-11-12 12:00
1573584498356.0,0.69127107,1.4050272,7.875833999999999,2019-11-12 12:48:18.356000-06:00,2019-11-12 12:00
1573584498406.0,2.265417,2.033589,8.882813,2019-11-12 12:48:18.406000-06:00,2019-11-12 12:00
1573584498456.0,1.3285978,1.8602130000000001,8.427495,2019-11-12 12:48:18.456000-06:00,2019-11-12 12:00
1573584498506.0,1.2948861,3.1556472999999996,9.212519,2019-11-12 12:48:18.506000-06:00,2019-11-12 12:00
1573584498556.0,1.5287788,6.4897356,12.637358,2019-11-12 12:48:18.556000-06:00,2019-11-12 12:00
1573584498606.0,-1.8264547999999998,7.2597823,5.544549,2019-11-12 12:48:18.606000-06:00,2019-11-12 12:00
1573584498656.0,-2.3982644,8.01346,7.515383,2019-11-12 12:48:18.656000-06:00,2019-11-12 12:00
1573584498706.0,-0.9583318000000001,5.4794617,8.713863,2019-11-12 12:48:18.706000-06:00,2019-11-12 12:00
1573584498756.0,-0.104070544,5.595324,6.224908,2019-11-12 12:48:18.756000-06:00,2019-11-12 12:00
1573584498806.0,-0.17592528,6.0207467,6.857989999999999,2019-11-12 12:48:18.806000-06:00,2019-11-12 12:00
1573584498856.0,-0.35396690000000003,5.860922,6.8692155,2019-11-12 12:48:18.856000-06:00,2019-11-12 12:00
1573584498906.0,-0.5380415,6.149168,6.5775833,2019-11-12 12:48:18.906000-06:00,2019-11-12 12:00
1573584498956.0,-0.9444056999999999,4.6842775,6.358621,2019-11-12 12:48:18.956000-06:00,2019-11-12 12:00
1573584499006.0,-2.5286825,6.486829,5.301783,2019-11-12 12:48:19.006000-06:00,2019-11-12 12:00
1573584499056.0,-2.7151833,10.843419,4.3547405999999995,2019-11-12 12:48:19.056000-06:00,2019-11-12 12:00
1573584499106.0,-2.2494514,8.985648,4.390029,2019-11-12 12:48:19.106000-06:00,2019-11-12 12:00
1573584499156.0,-1.6453071,7.0380054,4.3971934,2019-11-12 12:48:19.156000-06:00,2019-11-12 12:00
1573584499384.0,-3.4570123999999995,7.8712063,5.38395,2019-11-12 12:48:19.384000-06:00,2019-11-12 12:00
1573584499405.0,-3.5025267999999996,7.931093,5.4653964,2019-11-12 12:48:19.405000-06:00,2019-11-12 12:00
1573584499425.0,-3.5121086000000004,7.7586184000000005,5.4055095,2019-11-12 12:48:19.425000-06:00,2019-11-12 12:00
1573584499446.0,-3.2462106,7.26515,5.0006733,2019-11-12 12:48:19.446000-06:00,2019-11-12 12:00
1573584499465.0,-3.4067074999999996,6.7620993,4.332335,2019-11-12 12:48:19.465000-06:00,2019-11-12 12:00
1573584499485.0,-3.6270914,7.123816499999999,4.6581206,2019-11-12 12:48:19.485000-06:00,2019-11-12 12:00
1573584499505.0,-3.629487,7.0830936,5.165961299999999,2019-11-12 12:48:19.505000-06:00,2019-11-12 12:00
1573584499525.0,-3.6151142,6.8076134,5.6546392,2019-11-12 12:48:19.525000-06:00,2019-11-12 12:00
1573584499546.0,-3.6438599000000003,7.039975,6.1313396,2019-11-12 12:48:19.546000-06:00,2019-11-12 12:00
1573584499566.0,-3.524086,7.2244267,6.104989499999999,2019-11-12 12:48:19.566000-06:00,2019-11-12 12:00
1573584499586.0,-3.2989108999999996,7.1621447,6.0163565000000006,2019-11-12 12:48:19.586000-06:00,2019-11-12 12:00
1573584499606.0,-3.2653742,6.8627095,6.112176,2019-11-12 12:48:19.606000-06:00,2019-11-12 12:00
1573584499626.0,-3.138414,6.5968113,6.033125,2019-11-12 12:48:19.626000-06:00,2019-11-12 12:00
1573584499646.0,-2.9922897999999996,6.7117944000000005,5.889395700000001,2019-11-12 12:48:19.646000-06:00,2019-11-12 12:00
1573584499666.0,-2.91803,6.8627095,5.9133510000000005,2019-11-12 12:48:19.666000-06:00,2019-11-12 12:00
1573584499686.0,-2.9324026,6.810009,6.148108000000001,2019-11-12 12:48:19.686000-06:00,2019-11-12 12:00
1573584499706.0,-3.0114534,6.7620993,6.205599299999999,2019-11-12 12:48:19.706000-06:00,2019-11-12 12:00
1573584499727.0,-3.1312275,6.810009,6.00917,2019-11-12 12:48:19.727000-06:00,2019-11-12 12:00
1573584499747.0,-3.2965155,6.8148,5.757645,2019-11-12 12:48:19.747000-06:00,2019-11-12 12:00
1573584499767.0,-3.4809672999999997,6.8770823000000005,5.419882299999999,2019-11-12 12:48:19.767000-06:00,2019-11-12 12:00
1573584499788.0,-3.629487,6.9297830000000005,5.2545943,2019-11-12 12:48:19.788000-06:00,2019-11-12 12:00
1573584499808.0,-3.6270914,6.903432400000001,5.2641764,2019-11-12 12:48:19.808000-06:00,2019-11-12 12:00
1573584499828.0,-3.6845830000000004,6.6614895,5.3719730000000006,2019-11-12 12:48:19.828000-06:00,2019-11-12 12:00
1573584499848.0,-3.7756112,6.7165856,5.503724,2019-11-12 12:48:19.848000-06:00,2019-11-12 12:00
1573584499868.0,-3.9217355000000005,7.102257300000001,5.4366508,2019-11-12 12:48:19.868000-06:00,2019-11-12 12:00
1573584499882.0,-3.9672494,7.4951158,5.376764,2019-11-12 12:48:19.882000-06:00,2019-11-12 12:00
1573584499902.0,-4.125351,7.856832499999999,5.482165,2019-11-12 12:48:19.902000-06:00,2019-11-12 12:00
1573584499923.0,-4.125351,8.153872,5.563611,2019-11-12 12:48:19.923000-06:00,2019-11-12 12:00
1573584499943.0,-4.060673,8.199387,5.3552045999999995,2019-11-12 12:48:19.943000-06:00,2019-11-12 12:00
1573584499963.0,-4.0774417000000005,8.084403,4.9336004,2019-11-12 12:48:19.963000-06:00,2019-11-12 12:00
1573584499982.0,-4.0630684,7.9430704,4.6293745,2019-11-12 12:48:19.982000-06:00,2019-11-12 12:00
1573584500002.0,-3.9504812000000005,7.8041325,4.5335555,2019-11-12 12:48:20.002000-06:00,2019-11-12 12:00
1573584500023.0,-3.8642440000000002,7.854438,4.461691,2019-11-12 12:48:20.023000-06:00,2019-11-12 12:00
1573584500043.0,-3.7348879999999998,7.979002,4.3994083,2019-11-12 12:48:20.043000-06:00,2019-11-12 12:00
1573584500064.0,-3.6965604,8.060449,4.272448000000001,2019-11-12 12:48:20.064000-06:00,2019-11-12 12:00
1573584500083.0,-3.6558373,8.019726,4.0784144,2019-11-12 12:48:20.083000-06:00,2019-11-12 12:00
1573584500103.0,-3.5504363,7.931093,4.2149567999999995,2019-11-12 12:48:20.103000-06:00,2019-11-12 12:00
1573584500123.0,-3.4785717000000003,7.9286976,4.626979,2019-11-12 12:48:20.123000-06:00,2019-11-12 12:00
1573584500143.0,-3.4043120000000004,8.055658,4.741962,2019-11-12 12:48:20.143000-06:00,2019-11-12 12:00
1573584500164.0,-3.289329,8.04368,4.727589,2019-11-12 12:48:20.164000-06:00,2019-11-12 12:00
1573584500184.0,-3.3468204,8.04368,4.8401765999999995,2019-11-12 12:48:20.184000-06:00,2019-11-12 12:00
1573584500204.0,-3.5025267999999996,8.328742,5.08212,2019-11-12 12:48:20.204000-06:00,2019-11-12 12:00
1573584500224.0,-3.8019614,8.714414,5.312086,2019-11-12 12:48:20.224000-06:00,2019-11-12 12:00
1573584500244.0,-3.8139385999999997,8.76951,5.446232299999999,2019-11-12 12:48:20.244000-06:00,2019-11-12 12:00
1573584500264.0,-3.6390687999999995,9.133623,5.4150915,2019-11-12 12:48:20.264000-06:00,2019-11-12 12:00
1573584500284.0,-3.358798,8.601827,5.1539845,2019-11-12 12:48:20.284000-06:00,2019-11-12 12:00
1573584500304.0,-3.5408542,7.8640194,4.811431,2019-11-12 12:48:20.304000-06:00,2019-11-12 12:00
1573584500324.0,-3.9840176,7.665195,5.089306400000001,2019-11-12 12:48:20.324000-06:00,2019-11-12 12:00
1573584500344.0,-4.3361529999999995,8.196991,5.417487,2019-11-12 12:48:20.344000-06:00,2019-11-12 12:00
1573584500366.0,-4.5924697,8.558708,6.090616000000001,2019-11-12 12:48:20.366000-06:00,2019-11-12 12:00
1573584500386.0,-4.494255,8.956358,6.1361303,2019-11-12 12:48:20.386000-06:00,2019-11-12 12:00
1573584500406.0,-3.8283117,8.946776,5.542052,2019-11-12 12:48:20.406000-06:00,2019-11-12 12:00
1573584500426.0,-3.2965155,8.297601,4.988696599999999,2019-11-12 12:48:20.426000-06:00,2019-11-12 12:00
1573584500446.0,-3.1479957,7.372946300000001,4.5024137,2019-11-12 12:48:20.446000-06:00,2019-11-12 12:00
1573584500466.0,-3.3707752,6.6830482,4.2389116,2019-11-12 12:48:20.466000-06:00,2019-11-12 12:00
1573584500486.0,-3.6965604,6.5465064,3.9897818999999997,2019-11-12 12:48:20.486000-06:00,2019-11-12 12:00
1573584500506.0,-3.8953849999999997,6.6830482,3.5777593,2019-11-12 12:48:20.506000-06:00,2019-11-12 12:00
1573584500526.0,-4.0439050000000005,6.685444,3.1633415,2019-11-12 12:48:20.526000-06:00,2019-11-12 12:00
1573584500546.0,-4.2020063,6.8124046,2.8112060000000003,2019-11-12 12:48:20.546000-06:00,2019-11-12 12:00
1573584500566.0,-4.240334,6.972901299999999,2.633941,2019-11-12 12:48:20.566000-06:00,2019-11-12 12:00
1573584500587.0,-4.264289,6.992065400000001,2.6459181,2019-11-12 12:48:20.587000-06:00,2019-11-12 12:00
1573584500607.0,-4.4175997,7.01602,2.794438,2019-11-12 12:48:20.607000-06:00,2019-11-12 12:00
1573584500627.0,-4.5373735,6.939365,3.0267994,2019-11-12 12:48:20.627000-06:00,2019-11-12 12:00
1573584500647.0,-4.690684,6.8962460000000005,3.5585957,2019-11-12 12:48:20.647000-06:00,2019-11-12 12:00
1573584500667.0,-4.7721305,6.8267774999999995,4.2987986,2019-11-12 12:48:20.667000-06:00,2019-11-12 12:00
1573584500687.0,-4.796085,6.5776477,4.6485386,2019-11-12 12:48:20.687000-06:00,2019-11-12 12:00
1573584500707.0,-4.7936893,6.584834,5.118052,2019-11-12 12:48:20.707000-06:00,2019-11-12 12:00
1573584500727.0,-4.6379833,6.6734667000000005,5.630684400000001,2019-11-12 12:48:20.727000-06:00,2019-11-12 12:00
1573584500747.0,-4.328966599999999,6.7117944000000005,5.9900064,2019-11-12 12:48:20.747000-06:00,2019-11-12 12:00
1573584500768.0,-4.017554799999999,6.656698700000001,6.2008085,2019-11-12 12:48:20.768000-06:00,2019-11-12 12:00
1573584500788.0,-3.7780068,6.651907400000001,6.263091,2019-11-12 12:48:20.788000-06:00,2019-11-12 12:00
1573584500808.0,-3.6630237,6.860314,6.0570793,2019-11-12 12:48:20.808000-06:00,2019-11-12 12:00
1573584500828.0,-3.8354980000000003,7.4040875,5.549238,2019-11-12 12:48:20.828000-06:00,2019-11-12 12:00
1573584500848.0,-4.0439050000000005,8.058053,5.4414419999999994,2019-11-12 12:48:20.848000-06:00,2019-11-12 12:00
1573584500868.0,-4.2666845,8.029307000000001,4.756335,2019-11-12 12:48:20.868000-06:00,2019-11-12 12:00
1573584500889.0,-4.225961,7.832878,4.1335106,2019-11-12 12:48:20.889000-06:00,2019-11-12 12:00
1573584500909.0,-4.2594975999999996,7.4328337,3.7334652000000004,2019-11-12 12:48:20.909000-06:00,2019-11-12 12:00
1573584500929.0,-4.2523117,7.365760000000001,3.6783695,2019-11-12 12:48:20.929000-06:00,2019-11-12 12:00
1573584500949.0,-4.0918145,7.44002,3.5681772000000005,2019-11-12 12:48:20.949000-06:00,2019-11-12 12:00
1573584500969.0,-3.4498260000000003,8.156267999999999,3.3214436000000003,2019-11-12 12:48:20.969000-06:00,2019-11-12 12:00
1573584500989.0,-2.7958605,8.970730999999999,4.195793,2019-11-12 12:48:20.989000-06:00,2019-11-12 12:00
1573584501009.0,-4.582887599999999,8.795861,4.8090353,2019-11-12 12:48:21.009000-06:00,2019-11-12 12:00
1573584501030.0,-4.506232,9.176741999999999,4.694052,2019-11-12 12:48:21.030000-06:00,2019-11-12 12:00
1573584501050.0,-4.1876335,9.804357000000001,4.385035500000001,2019-11-12 12:48:21.050000-06:00,2019-11-12 12:00
1573584501069.0,-4.3577123,10.455927,4.313171400000001,2019-11-12 12:48:21.069000-06:00,2019-11-12 12:00
1573584501089.0,-4.8080625999999995,10.300221,4.4377365,2019-11-12 12:48:21.089000-06:00,2019-11-12 12:00
1573584501109.0,-5.356627,9.876222,4.511996,2019-11-12 12:48:21.109000-06:00,2019-11-12 12:00
1573584501129.0,-5.517124,9.622301,4.2437024,2019-11-12 12:48:21.129000-06:00,2019-11-12 12:00
1573584501150.0,-5.3949546999999995,9.531272999999999,4.1646513999999994,2019-11-12 12:48:21.150000-06:00,2019-11-12 12:00
1573584501170.0,-5.2344574999999995,9.021036,4.167047,2019-11-12 12:48:21.170000-06:00,2019-11-12 12:00
1573584501190.0,-5.260808,8.204178,4.0281096,2019-11-12 12:48:21.190000-06:00,2019-11-12 12:00
1573584501210.0,-5.3614180000000005,7.605308,4.1383014,2019-11-12 12:48:21.210000-06:00,2019-11-12 12:00
1573584501230.0,-5.320695,7.2148449999999995,3.90594,2019-11-12 12:48:21.230000-06:00,2019-11-12 12:00
1573584501251.0,-5.4332824,6.8866644,3.6424375,2019-11-12 12:48:21.251000-06:00,2019-11-12 12:00
1573584501270.0,-5.541079,6.6974216,3.575364,2019-11-12 12:48:21.270000-06:00,2019-11-12 12:00
1573584501290.0,-5.502751,6.582438499999999,3.5705728999999997,2019-11-12 12:48:21.290000-06:00,2019-11-12 12:00
1573584501311.0,-5.490774,6.613579799999999,3.9945726,2019-11-12 12:48:21.311000-06:00,2019-11-12 12:00
1573584501331.0,-5.2799716,6.450687,4.2437024,2019-11-12 12:48:21.331000-06:00,2019-11-12 12:00
1573584501351.0,-4.8823223,5.997942,4.286821,2019-11-12 12:48:21.351000-06:00,2019-11-12 12:00
1573584501371.0,-4.561328,5.423026999999999,4.3371260000000005,2019-11-12 12:48:21.371000-06:00,2019-11-12 12:00
1573584501391.0,-4.319384599999999,4.7307334,4.123928500000001,2019-11-12 12:48:21.391000-06:00,2019-11-12 12:00
1573584501411.0,-4.2594975999999996,4.0887456,3.9107307999999996,2019-11-12 12:48:21.411000-06:00,2019-11-12 12:00
1573584501432.0,-4.2978252999999995,3.7869153,3.6783695,2019-11-12 12:48:21.432000-06:00,2019-11-12 12:00
1573584501452.0,-4.32178,3.6527681000000003,3.4579854,2019-11-12 12:48:21.452000-06:00,2019-11-12 12:00
1573584501472.0,-4.690684,3.8491974,3.259161,2019-11-12 12:48:21.472000-06:00,2019-11-12 12:00
1573584501492.0,-4.997305,4.5678410000000005,3.084291,2019-11-12 12:48:21.492000-06:00,2019-11-12 12:00
1573584501512.0,-4.894299500000001,6.129693,3.6424375,2019-11-12 12:48:21.512000-06:00,2019-11-12 12:00
1573584501533.0,-4.611633,8.036494,4.387430999999999,2019-11-12 12:48:21.533000-06:00,2019-11-12 12:00
1573584501553.0,-3.9361080000000004,9.016245,4.452109,2019-11-12 12:48:21.553000-06:00,2019-11-12 12:00
1573584501573.0,-3.3420296,9.344425,4.545532700000001,2019-11-12 12:48:21.573000-06:00,2019-11-12 12:00
1573584501593.0,-3.1264365,9.21986,4.6245832,2019-11-12 12:48:21.593000-06:00,2019-11-12 12:00
1573584501613.0,-3.174346,8.6425495,4.6581206,2019-11-12 12:48:21.613000-06:00,2019-11-12 12:00
1573584501633.0,-3.3132837,8.477262,4.8856910000000005,2019-11-12 12:48:21.633000-06:00,2019-11-12 12:00
1573584501653.0,-3.234233,9.021036,5.484560500000001,2019-11-12 12:48:21.653000-06:00,2019-11-12 12:00
1573584501673.0,-3.1312275,9.655837,6.0067744,2019-11-12 12:48:21.673000-06:00,2019-11-12 12:00
1573584501694.0,-3.2701652,10.285848,6.5505486,2019-11-12 12:48:21.694000-06:00,2019-11-12 12:00
1573584501714.0,-3.7875883999999997,10.364899000000001,6.873938000000001,2019-11-12 12:48:21.714000-06:00,2019-11-12 12:00
1573584501734.0,-4.2858480000000005,9.96725,6.907474499999999,2019-11-12 12:48:21.734000-06:00,2019-11-12 12:00
1573584501754.0,-4.5373735,9.574391,6.4691019999999995,2019-11-12 12:48:21.754000-06:00,2019-11-12 12:00
1573584501774.0,-4.587678400000001,9.056968,6.3086047,2019-11-12 12:48:21.774000-06:00,2019-11-12 12:00
1573584501794.0,-4.5661190000000005,8.070030000000001,6.9266385999999995,2019-11-12 12:48:21.794000-06:00,2019-11-12 12:00
1573584501814.0,-4.767339,6.651907400000001,6.948198,2019-11-12 12:48:21.814000-06:00,2019-11-12 12:00
1573584501835.0,-4.4008307,6.053038,6.768536999999999,2019-11-12 12:48:21.835000-06:00,2019-11-12 12:00
1573584501855.0,-3.8259163,7.0926757,7.453644000000001,2019-11-12 12:48:21.855000-06:00,2019-11-12 12:00
1573584501875.0,-3.5121086000000004,7.3274326,8.004603999999999,2019-11-12 12:48:21.875000-06:00,2019-11-12 12:00
1573584501895.0,-3.1911144,7.1118393,8.699292999999999,2019-11-12 12:48:21.895000-06:00,2019-11-12 12:00
1573584501915.0,-2.894075,6.433919,8.81188,2019-11-12 12:48:21.915000-06:00,2019-11-12 12:00
1573584501935.0,-2.6904595000000002,5.9668007,8.895722,2019-11-12 12:48:21.935000-06:00,2019-11-12 12:00
1573584501955.0,-2.1778271,5.6386199999999995,8.615451,2019-11-12 12:48:21.955000-06:00,2019-11-12 12:00
1573584501975.0,-1.7226860000000002,5.645806299999999,8.009395,2019-11-12 12:48:21.975000-06:00,2019-11-12 12:00
1573584501995.0,-1.341805,5.617060700000001,6.653554,2019-11-12 12:48:21.995000-06:00,2019-11-12 12:00
1573584502016.0,-0.021896362000000003,5.2265973,6.181644400000001,2019-11-12 12:48:22.016000-06:00,2019-11-12 12:00
1573584502036.0,-0.1608341,4.8816489999999995,8.18666,2019-11-12 12:48:22.036000-06:00,2019-11-12 12:00
1573584502056.0,0.16016,5.7320433,8.553168,2019-11-12 12:48:22.056000-06:00,2019-11-12 12:00
1573584502076.0,1.1997976000000001,5.3775129999999995,5.958865,2019-11-12 12:48:22.076000-06:00,2019-11-12 12:00
1573584502096.0,0.23441985,5.7919307,4.9695325,2019-11-12 12:48:22.096000-06:00,2019-11-12 12:00
1573584502116.0,0.97462285,5.873377,10.716285000000001,2019-11-12 12:48:22.116000-06:00,2019-11-12 12:00
1573584502136.0,0.94108605,4.5151405,7.202119000000001,2019-11-12 12:48:22.136000-06:00,2019-11-12 12:00
1573584502156.0,0.95066786,5.0493326,3.7190924,2019-11-12 12:48:22.156000-06:00,2019-11-12 12:00
1573584502177.0,-4.5972605,4.282778700000001,3.9658269999999995,2019-11-12 12:48:22.177000-06:00,2019-11-12 12:00
1573584502197.0,1.0608598999999999,6.999252,6.5002437,2019-11-12 12:48:22.197000-06:00,2019-11-12 12:00
1573584502217.0,0.12901878,9.938504,10.747427,2019-11-12 12:48:22.217000-06:00,2019-11-12 12:00
1573584502237.0,-0.19197533,7.7202910000000005,6.849982700000001,2019-11-12 12:48:22.237000-06:00,2019-11-12 12:00
1573584502257.0,-0.71179414,8.034099000000001,12.132013,2019-11-12 12:48:22.257000-06:00,2019-11-12 12:00
1573584502277.0,2.2298536,9.775611,10.836058999999999,2019-11-12 12:48:22.277000-06:00,2019-11-12 12:00
1573584502297.0,1.3674811000000002,5.573942,4.2221427,2019-11-12 12:48:22.297000-06:00,2019-11-12 12:00
1573584502317.0,0.9123403,2.3855603,6.603249000000001,2019-11-12 12:48:22.317000-06:00,2019-11-12 12:00
1573584502337.0,-0.63513887,0.40689495,7.405734,2019-11-12 12:48:22.337000-06:00,2019-11-12 12:00
1573584502357.0,0.72070205,0.34940340000000003,6.787700699999999,2019-11-12 12:48:22.357000-06:00,2019-11-12 12:00
1573584502378.0,1.7938763999999998,1.3028038999999998,7.0799494,2019-11-12 12:48:22.378000-06:00,2019-11-12 12:00
1573584502397.0,0.94108605,2.859865,9.017891,2019-11-12 12:48:22.397000-06:00,2019-11-12 12:00
1573584502417.0,0.93150413,2.5221023999999996,8.76397,2019-11-12 12:48:22.417000-06:00,2019-11-12 12:00
1573584502438.0,0.8213121999999999,2.6802040000000003,10.622862,2019-11-12 12:48:22.438000-06:00,2019-11-12 12:00
1573584502458.0,-0.14646123,3.0898309,9.607178999999999,2019-11-12 12:48:22.458000-06:00,2019-11-12 12:00
1573584502479.0,-0.505783,4.16061,9.120897,2019-11-12 12:48:22.479000-06:00,2019-11-12 12:00
1573584502499.0,0.19130123,3.9186663999999998,11.272036,2019-11-12 12:48:22.499000-06:00,2019-11-12 12:00
1573584502519.0,0.24160627,2.4382607999999997,11.166635000000001,2019-11-12 12:48:22.519000-06:00,2019-11-12 12:00
1573584502539.0,0.40210333,2.1819444,10.141371000000001,2019-11-12 12:48:22.539000-06:00,2019-11-12 12:00
1573584502559.0,0.049968004,1.5926566999999998,7.36022,2019-11-12 12:48:22.559000-06:00,2019-11-12 12:00
1573584502579.0,0.72549295,2.0813346,7.1973275999999995,2019-11-12 12:48:22.579000-06:00,2019-11-12 12:00
1573584502599.0,1.1710521,3.2527235,7.7650557000000004,2019-11-12 12:48:22.599000-06:00,2019-11-12 12:00
1573584502619.0,1.0967921999999999,4.270802,8.088446000000001,2019-11-12 12:48:22.619000-06:00,2019-11-12 12:00
1573584502639.0,-0.22311655,4.622937,10.055133,2019-11-12 12:48:22.639000-06:00,2019-11-12 12:00
1573584502659.0,-2.8725157,3.566531,9.252647999999999,2019-11-12 12:48:22.659000-06:00,2019-11-12 12:00
1573584502679.0,0.22723344,6.707003599999999,8.6441965,2019-11-12 12:48:22.679000-06:00,2019-11-12 12:00
1573584502699.0,0.46917674,5.708089,7.745891599999999,2019-11-12 12:48:22.699000-06:00,2019-11-12 12:00
1573584502719.0,-0.88187313,5.545196499999999,8.495677,2019-11-12 12:48:22.719000-06:00,2019-11-12 12:00
