Time,rotX,rotY,rotZ,DT,Hour
1573584493593.0,-0.061195895,-0.025933377,0.035042137,2019-11-12 12:48:13.593000-06:00,2019-11-12 12:00
1573584493643.0,-0.004278037,-0.042642627,0.054943647000000005,2019-11-12 12:48:13.643000-06:00,2019-11-12 12:00
1573584493693.0,0.048697673,-0.03453683,-0.013678545,2019-11-12 12:48:13.693000-06:00,2019-11-12 12:00
1573584493743.0,-0.04500849,-0.04845184,-0.09586882,2019-11-12 12:48:13.743000-06:00,2019-11-12 12:00
1573584493793.0,0.010351558,-0.022487286000000002,-0.10428597,2019-11-12 12:48:13.793000-06:00,2019-11-12 12:00
1573584493843.0,0.31851214,-0.05450532599999999,-0.12015031,2019-11-12 12:48:13.843000-06:00,2019-11-12 12:00
1573584493893.0,0.066475,0.1145046,-0.22313495,2019-11-12 12:48:13.893000-06:00,2019-11-12 12:00
1573584493943.0,-0.26923814,0.45210564,-0.15008110000000002,2019-11-12 12:48:13.943000-06:00,2019-11-12 12:00
1573584493992.0,0.4394192,0.21883622,0.1534382,2019-11-12 12:48:13.992000-06:00,2019-11-12 12:00
1573584494043.0,0.6499766,0.23425448,0.33036414,2019-11-12 12:48:14.043000-06:00,2019-11-12 12:00
1573584494093.0,0.6494247,0.5263814,0.24060029999999996,2019-11-12 12:48:14.093000-06:00,2019-11-12 12:00
1573584494143.0,0.448234,0.42030427,0.09222257,2019-11-12 12:48:14.143000-06:00,2019-11-12 12:00
1573584494193.0,0.32518563,0.3680159,0.1573392,2019-11-12 12:48:14.193000-06:00,2019-11-12 12:00
1573584494243.0,0.16034438,0.31823337,0.3732521,2019-11-12 12:48:14.243000-06:00,2019-11-12 12:00
1573584494293.0,-0.0052264645,0.30687502,0.27941215,2019-11-12 12:48:14.293000-06:00,2019-11-12 12:00
1573584494343.0,0.00543776,0.14913452,0.13671678,2019-11-12 12:48:14.343000-06:00,2019-11-12 12:00
1573584494393.0,0.049134742,0.16948657,0.10497454,2019-11-12 12:48:14.393000-06:00,2019-11-12 12:00
1573584494443.0,0.10458567,0.15914358,0.09736329,2019-11-12 12:48:14.443000-06:00,2019-11-12 12:00
1573584494493.0,0.06100933,0.18587135,0.01172079,2019-11-12 12:48:14.493000-06:00,2019-11-12 12:00
1573584494543.0,0.03218381,0.20380189,-0.10303048,2019-11-12 12:48:14.543000-06:00,2019-11-12 12:00
1573584494593.0,-0.076908514,0.19096228,-0.13777529,2019-11-12 12:48:14.593000-06:00,2019-11-12 12:00
1573584494643.0,-0.12719144,0.10779472400000001,-0.14260118,2019-11-12 12:48:14.643000-06:00,2019-11-12 12:00
1573584494693.0,-0.12991612,-0.022555767,-0.15518647,2019-11-12 12:48:14.693000-06:00,2019-11-12 12:00
1573584494743.0,-0.112735614,-0.05565888,-0.11827275,2019-11-12 12:48:14.743000-06:00,2019-11-12 12:00
1573584494793.0,-0.084466435,-0.017329004,-0.044233624000000006,2019-11-12 12:48:14.793000-06:00,2019-11-12 12:00
1573584494843.0,0.03994983,-0.019698184,0.0036979965000000004,2019-11-12 12:48:14.843000-06:00,2019-11-12 12:00
1573584494893.0,0.071755275,0.030464934,0.019315400000000003,2019-11-12 12:48:14.893000-06:00,2019-11-12 12:00
1573584494943.0,0.10359002,0.08509805,-0.019700631,2019-11-12 12:48:14.943000-06:00,2019-11-12 12:00
1573584494993.0,0.039699856,0.08231221,-0.049853800000000004,2019-11-12 12:48:14.993000-06:00,2019-11-12 12:00
1573584495043.0,-0.100926705,0.11865014,-0.049119755999999994,2019-11-12 12:48:15.043000-06:00,2019-11-12 12:00
1573584495093.0,-0.090404525,0.123880096,-0.01087397,2019-11-12 12:48:15.093000-06:00,2019-11-12 12:00
1573584495143.0,-0.05228978,0.15303089,-0.008580049499999999,2019-11-12 12:48:15.143000-06:00,2019-11-12 12:00
1573584495193.0,-0.11438058,0.16438948,-0.028195214,2019-11-12 12:48:15.193000-06:00,2019-11-12 12:00
1573584495243.0,-0.1339231,0.15546063,-0.01664448,2019-11-12 12:48:15.243000-06:00,2019-11-12 12:00
1573584495293.0,-0.1278088,0.011387645,0.03126097,2019-11-12 12:48:15.293000-06:00,2019-11-12 12:00
1573584495343.0,-0.48578814,0.15069543,-0.15558168,2019-11-12 12:48:15.343000-06:00,2019-11-12 12:00
1573584495393.0,-0.45003772,0.15826410000000002,-0.25110418,2019-11-12 12:48:15.393000-06:00,2019-11-12 12:00
1573584495442.0,0.16828008,0.014254728999999999,-0.10125290599999999,2019-11-12 12:48:15.442000-06:00,2019-11-12 12:00
1573584495493.0,0.11556392,0.28799509999999995,-0.27314866,2019-11-12 12:48:15.493000-06:00,2019-11-12 12:00
1573584495543.0,-0.20895389999999997,0.27915666,-0.3282535,2019-11-12 12:48:15.543000-06:00,2019-11-12 12:00
1573584495593.0,-0.2793509,0.31493446,-0.3704019,2019-11-12 12:48:15.593000-06:00,2019-11-12 12:00
1573584495643.0,-0.33358374,0.29769470000000003,-0.3933388,2019-11-12 12:48:15.643000-06:00,2019-11-12 12:00
1573584495693.0,-0.32968774,0.29120374,-0.39033059999999997,2019-11-12 12:48:15.693000-06:00,2019-11-12 12:00
